Gene	Mean	Std	Median	Max	Min	CV
ENSG00000257114	0.4624499456332782	0.07172761288340368	0.4550744003511546	0.7539055170533738	0.2777156800459586	0.15510016285882258
ENSG00000133980	0.4109978968581148	0.054271688019943365	0.40786940661560434	0.5451861314471883	0.2756619867723414	0.13204536563607353
ENSG00000255815	0.3477415519730475	0.05445273539370727	0.34749724928370185	0.4995483244567515	0.1665858465590023	0.1565851685916491
ENSG00000235862	0.30799095166516804	0.060685714453272706	0.30637165818293455	0.4678268754053961	0.1388313347576961	0.1970309316422014
ENSG00000267650	0.3997685346344642	0.07302110078611018	0.3965526179922068	0.6345078317656522	0.2051119036403022	0.18265388073643501
ENSG00000157540	0.691770400017542	0.06583991097255772	0.6878107888504513	0.9427182353646372	0.5488821856523635	0.09517458281687104
ENSG00000169194	0.3345151842092637	0.06577009838811991	0.32894706719577715	0.741833325258931	0.1792731098618448	0.19660731536127676
ENSG00000279021	0.1792225809423551	0.053712027221260304	0.17812040191181766	0.3681719202718857	0.0353707166823016	0.2996778093517227
ENSG00000138834	0.33268665673032316	0.05521730118189585	0.3303386720172423	0.5257939671096641	0.1810718161649722	0.16596890910945888
ENSG00000158161	0.7638967229144584	0.09186280636748441	0.7549382980846759	1.1292502568938596	0.5633503102999945	0.12025395720698628
ENSG00000224376	0.593547978006366	0.09360977942999604	0.5791977184695245	1.018076237581329	0.4217896141163459	0.15770958002183919
ENSG00000162076	0.4403184296283915	0.06431478799265758	0.4434034738044355	0.6322300493475452	0.2027161927733644	0.14606094829474234
ENSG00000141295	1.1117160490681226	0.19364684398904283	1.0876376617776327	2.05734186908664	0.7287721764726932	0.17418575749966692
ENSG00000181513	0.6631566264790768	0.10680211580146237	0.6502038012632674	1.0277258895899326	0.4470353488259722	0.16104868902782765
ENSG00000254815	0.44470961325452807	0.144097659544174	0.4207953824542924	1.2796956581019248	0.2223551639097005	0.3240191240715575
ENSG00000115648	21.945004480229233	12.895174367253736	18.829672558277778	76.20170274360983	4.045278613132816	0.5876129349958413
ENSG00000124839	1.6963241047499984	0.7598385750129039	1.5927509582317176	4.722317822175648	0.413229263242756	0.4479297874665363
ENSG00000143365	0.8530791262298733	0.3622981581480106	0.7952064080936253	2.1171336221320365	0.1048567258965925	0.42468969186038574
ENSG00000185332	0.6607802603871866	0.12355589807508703	0.6342690383741381	1.091276047638003	0.4434034738044355	0.18698202059257063
ENSG00000035115	3.3575508960203893	0.682479819102031	3.3257299377139464	6.302952032853979	1.6894250390541634	0.2032665498073178
ENSG00000236208	0.14295269963834797	0.05595383436437956	0.1437877643760066	0.3071436558043909	-0.0745531992303359	0.39138764521043384
ENSG00000004139	0.5802968348891205	0.126950740976063	0.5723527179234815	1.0621490001302785	0.2711293763300658	0.2187648556652267
ENSG00000067191	0.3260377347260146	0.07436682214641985	0.3176157031808179	0.6192252111202164	0.1316855801956948	0.22808568876858473
ENSG00000186868	0.27868740781530005	0.1006167139674046	0.2577764079031582	0.7319149147338341	0.1394887550005556	0.36102493652931955
ENSG00000099999	0.29325321120139614	0.042508192177554145	0.291529441441792	0.4337444103057586	0.1992747073102347	0.14494894195358854
ENSG00000105520	0.8743159028054949	0.12265030764638732	0.8599636875288038	1.2590236416291407	0.62431031733119	0.1402798513149764
ENSG00000187266	0.8041150723508473	0.18625231849356805	0.766825029468108	1.521061046485304	0.4730258911273641	0.23162108097072792
ENSG00000065989	0.23998959008243279	0.058305453313759546	0.23863722507922544	0.4614873569770815	0.0811057310249805	0.24293980374605365
ENSG00000137819	0.6887666326448767	0.4320266422423437	0.6357817713202907	3.321283620935916	-0.0168096364160874	0.6272376584312646
ENSG00000230393	0.46398292200740104	0.08802442209155809	0.4535763749820707	0.8052800842003544	0.2035980166111394	0.1897107001346758
ENSG00000188511	0.2064347029049036	0.057098298382322936	0.2096527765605373	0.358063271984548	0.0229945834074679	0.27657913997737504
ENSG00000184608	0.2033333709262163	0.08413903048932854	0.19307100847403041	0.6297862212869757	0.0184837564431026	0.4137780843608549
ENSG00000231119	0.5234953175818405	0.12870818113607266	0.4922867757340319	1.189444298319739	0.3285669701586712	0.24585840260534028
ENSG00000272817	-0.029828537035601788	0.06046113246767008	-0.03602266772712105	0.1339634130484225	-0.1613125883251396	-2.0276357755406518
ENSG00000173612	0.22884934206867583	0.04458748964739961	0.22494363053235225	0.3591035075263486	0.1134865106116607	0.19482486161312063
ENSG00000228278	0.2085029437282796	0.5877876313253424	0.049072130692998955	4.605519487465134	-0.2690094244843193	2.8189503290083935
ENSG00000105707	1.6352099345010236	1.5022508606800729	1.2910296106639698	11.663697996297142	-0.2417686694730059	0.9186842876511743
ENSG00000125746	0.34267057876944285	0.08229488905303659	0.3251934663338733	0.960856091935006	0.1713902575050337	0.24015043206870787
ENSG00000110013	0.44757018933116177	0.13674889216341407	0.41643568461367153	0.9716638938516492	0.1165938165835191	0.3055293675257696
ENSG00000154146	0.6656666916349899	0.3695911432232474	0.6189250297561524	2.530727611339902	0.0722388953306799	0.5552111826470636
ENSG00000114737	2.2959798908239653	0.9023448045885258	2.097861838215165	6.415060521760518	0.8681148289130838	0.3930090494713372
ENSG00000124275	8.33092901217414	3.8892251629971435	7.273286952064478	27.77551434645543	3.086986651706754	0.4668411516773504
ENSG00000234452	-0.14859049996795282	0.06305176551654804	-0.1556730238886072	0.2268393981710209	-0.2776794175929731	-0.4243609728742844
ENSG00000140848	5.052384713723669	1.3095222111442792	4.896039657943342	9.624357221966305	2.1205264988956376	0.2591884215988239
ENSG00000166188	1.5037428142870854	0.4281803507264846	1.4330321726911737	3.575769531704491	0.749001081504355	0.2847411799721091
ENSG00000127946	1.0762959884211953	0.31570376106649106	1.0819700424274055	2.0966820947684384	0.2955616152264927	0.29332156883154437
ENSG00000108854	5.424630239846257	1.540765927894566	5.290057429865919	12.492237142203734	2.024831149035025	0.28403098818922484
ENSG00000115363	2.4913890145363946	1.4393121870534733	2.2992651020102706	8.98877050658078	0.2243631787871262	0.5777124333178336
ENSG00000133818	2.4111577437615614	0.7092692049549478	2.2823096348748395	4.876743231979994	0.6657919842059029	0.2941600420750681
ENSG00000173376	19.487363045094792	12.745142398531456	17.536608527335847	71.66145483623457	0.3250522796481047	0.6540205480255618
ENSG00000204175	0.2158594655229823	0.2634460451810152	0.19108006458613674	1.6552567763380244	-0.2326839124241515	1.2203951334329297
ENSG00000133488	0.25266361263583265	0.2539983633381738	0.22896185833735935	1.1344715078067424	-0.2067112454918085	1.0052429325267553
ENSG00000162551	0.4969222409402709	0.36715036630586306	0.4082848215278875	2.250342907667809	-0.0648082595546246	0.7388338611541064
ENSG00000178980	34.446323395695465	10.397808180347795	33.33173441409581	74.1547176938521	11.456624409038474	0.3018552964957118
ENSG00000106078	1.503765135120395	0.6805255767276579	1.4377893457956816	3.81060561039648	-0.2616242718351389	0.45254477270843674
ENSG00000106537	107.11455894649347	27.12610411863791	108.48134739163004	182.63602372387007	30.390265691145125	0.2532438340127953
ENSG00000167912	1.1688899656115996	0.5840066657672301	1.006687610656838	3.2218409182158885	0.2769029473299254	0.49962073996782286
ENSG00000012660	4.963231872736048	0.9505809941385247	4.9295610604626745	7.444530147049392	1.8511726566596696	0.19152421310761253
ENSG00000154975	0.5131134748852872	0.9394433152857836	0.060873810665758	6.147310115828801	-0.240959288175167	1.8308328526497517
ENSG00000166387	3.833595322492945	1.8352882407835391	3.465647957636789	12.21417248204989	1.1241361173330926	0.47873687727198644
ENSG00000114248	2.2384839540293795	2.2600062739318085	1.3094547008794526	13.476880337733077	-0.1152088699360887	1.0096101755663471
ENSG00000152953	0.923823944174223	0.7635443601313325	0.6552681400815714	4.316698580157356	0.1439652167114618	0.8264952429452388
ENSG00000118160	-0.07023489544767868	0.11458172447956211	-0.1014764524423165	0.376197476994982	-0.2846015494060888	-1.6316396592563338
ENSG00000135318	3.2087603853421656	2.169900596541845	2.7312920245314682	17.71981027315889	0.5393684990862919	0.6762405332753215
ENSG00000234155	0.11850870798682868	0.2647629439025495	0.05007423652033305	1.272402383720678	-0.2067112454918085	2.233933767924414
ENSG00000141579	2.7977242397972604	2.2420733363431715	2.437385603638707	12.268045424877158	-0.1594893447217208	0.801388961270905
ENSG00000152785	0.2557007506745268	0.35695651901328423	0.15154287250065684	2.5036037242099285	-0.1892437603687171	1.395938645800719
ENSG00000164621	-0.16595319666347036	0.07293546378125824	-0.18506394386747355	0.1554825051758341	-0.3150378952239022	-0.43952066277938456
ENSG00000100802	0.9080810655262103	0.17260070820423978	0.8841604762588622	1.58969026929562	0.5406459637175334	0.19006982312310616
ENSG00000100814	7.166871206325607	1.871914919891284	6.993213451120521	14.146901479810152	3.358193392510252	0.2611896117713101
ENSG00000092148	2.0456178095815547	0.41621182710477617	2.0110166540214474	4.513627514238554	1.2013555612396007	0.2034641028809218
